true_label,pred_label,text,prob_Shringara,prob_Hasya,prob_Karuna,prob_Raudra,prob_Veera,prob_Bhayanaka,prob_Bibhatsa,prob_Adbhuta,prob_Shanta,correct,model,fold
8,2,कोऽर्थंविमृशेदेकोधर्मेप्रकुरुतेमनः ।।6.6.9।। कःकार्याणिकुरुतेतमाहुर्मध्यमंनरम् ।,0.004803618,0.001588484,0.77852356,0.07738037,0.11739435,0.0083107995,0.0010232391,0.0031702537,0.0078052967,False,MuRIL,1
2,3,किंनुमेसीतयाकार्यंकिंकार्यंजीवितेनवा । शयानंयोऽद्यपश्यामिभ्रातरंयुधिनिर्जितम् ।।6.49.5।।,0.0006970249,0.00027422173,0.09539608,0.8853966,0.014856011,0.0020239558,0.0009193661,0.0001483773,0.00028828418,False,MuRIL,4
4,7,तं ते प्रदक्षिणं कृत्वा दिशापालं महागजम्।।1.40.15।। मानयन्तो हि ते राम जग्मुर्भित्त्वा रसातलम्।,0.00020329186,0.00012372385,8.3913736e-05,0.00015534424,0.0012106065,0.00041895814,0.00019589056,0.99692434,0.00068399985,False,MuRIL,2
3,4,शतानिसप्तचाष्टौ च सहस्राणि च वानराः । प्रकीर्णाःशेरतेभूमौकुम्भकर्णेनपोधिताः ।।6.67.6।।,0.00080091506,0.00057993893,0.0013569887,0.05428008,0.9275383,0.010996532,0.00082518597,0.0031499914,0.00047204376,False,MuRIL,1
8,4,विदितं ते महाराज इक्ष्वाकुकुलदैवतम्।।1.70.16।। वक्ता सर्वेषु कृत्येषु वसिष्ठो भगवानृषि:।,0.0020834291,0.003326367,0.002311349,0.0053860354,0.82263666,0.0014461982,0.0007159016,0.004805571,0.15728837,False,MuRIL,3
2,3,इत्यादिबहुभिर्वाक्यैः क्रूरैः सम्भर्त्सितोऽनघः। विव्यथे भरतस्तीव्रं व्रणे तुद्येव सूचिना।।2.75.17।।,0.0004778463,0.0006103356,0.010033291,0.9835581,0.00078627816,0.0014495989,0.0025252549,0.00022343732,0.0003357978,False,MuRIL,3
7,0,सौमित्रे पश्य पम्पायाश्चित्रासु वनराजिषु। किन्नरा नरशार्दूल विचरन्ति ततस्ततः।।4.1.60।।,0.997866,0.00017855047,0.00042458708,0.00011559781,0.00018323968,0.00020401337,9.61056e-05,0.00079601014,0.0001360246,False,MuRIL,4
3,4,स राक्षसानां निहतं महद्बलं निशम्य राजा परिवृत्तलोचनः। समादिदेशाप्रतिमं पराक्रमे प्रहस्तपुत्रं समरे सुदुर्जयम्।।5.42.43।।,0.0003606261,0.00012170563,0.0004899239,0.00047838682,0.9973116,0.00074263045,0.00013205277,0.00021704548,0.00014596,False,MuRIL,2
4,3,तौत्वदीर्घेणकालेनभ्रातरौरामलक्ष्मणौ । रावणस्यपुरींलङ्कामसेदतुररिन्दमौ ।।6.41.30।।,7.349605e-05,9.7731965e-05,0.00025147072,0.9955764,0.0030596454,0.0004551953,0.00030969534,7.510246e-05,0.000101220845,False,MuRIL,4
4,2,अवदारणकाले तु पृथिवी नावदीर्यते।।2.77.16।। या विहीना त्वया राज्ञा धर्मज्ञेन महात्मना।,0.0005993201,0.00024996165,0.99619615,0.0006517997,0.0008041356,0.00075432233,0.00017834318,0.00023079432,0.00033510092,False,MuRIL,1
4,2,अहं हि सीतां राज्यं च प्राणानिष्टान्धनानि च। हृष्टो भ्रात्रे स्वयं दद्यां भरतायाप्रचोदितः।।2.19.7।।,0.16792119,0.003281972,0.5723214,0.017102337,0.22539866,0.008017875,0.001781925,0.0027858794,0.0013886841,False,MuRIL,1
4,7,स्कन्द इत्यब्रुवन् देवा: स्कन्नं गर्भपरिस्रवात्।।1.37.27।। कार्तिकेयं महाभागं काकुत्स्थ ज्वलनोपमम्।,0.0006276592,0.00039242156,0.0001598685,0.0005605676,0.005560005,0.00070345803,0.000661956,0.9910581,0.00027598155,False,MuRIL,3
2,4,कृतान्तस्त्वेव सौमित्रे द्रष्टव्यो मत्प्रवासने। राज्यस्य च वितीर्णस्य पुनरेव निवर्तने।।2.22.15।।,0.011397515,0.00085703505,0.09763934,0.01033245,0.8626646,0.012748734,0.0010251201,0.0015468588,0.0017883759,False,MuRIL,1
2,8,भवन्तश्श्रुतधर्माणो लोकचारित्रवेदिन: । समादिशन्तु नियमं प्रायश्चित्तं यथा भवेत् ।।1.9.10।।,0.00036756368,0.0010065687,0.0009951676,0.0007259358,0.0059547457,0.00036842073,0.0003524416,0.00039259662,0.9898365,False,MuRIL,3
4,7,विविधाभ्रघनापन्नगोचरो धवलाम्बरः। दृश्यादृश्यतनुर्वीरस्तदा चन्द्रायतेऽम्बरे।।5.57.9।।,0.00031750245,0.00012890706,0.00016827471,0.00029689693,0.00049943075,0.0003950775,0.00015605522,0.9978947,0.00014313385,False,MuRIL,1
2,8,यथापुष्करपत्रेषुपतितास्तोयबिन्दवः । नश्लेषमभिगच्छन्तितथाऽनार्येषुसङ्गतम् ।।6.16.11।।,0.023840295,0.009275875,0.019559324,0.025121173,0.005937256,0.001520305,0.009013843,0.005262265,0.90046966,False,MuRIL,2
4,0,तस्य तद्वचनं श्रुत्वा सम्पातेः प्रीतिवर्धनम्। अङ्गदप्रमुखास्तूर्णं ततस्सम्प्रस्थिता वयम्।।5.35.67।।,0.996182,0.00025087493,0.0013205066,0.0004168677,0.0010986438,0.00013801352,0.00013247339,0.0002942708,0.00016639038,False,MuRIL,3
2,1,आर्येणेव पराक्रुष्टं हासीते लक्ष्मणेति च। परित्राहीति यद्वाक्यं मैथिल्यास्तच्छ्रुतिं गतम्।।3.59.7।।,0.0007955585,0.9943093,0.0023682571,0.0009188879,0.00028417064,0.00024013947,0.0005072674,0.00027533097,0.0003010172,False,MuRIL,2
2,0,तत स्सायाह्न समये तृतीयेऽहनि सारथिः। अयोध्यां समनुप्राप्य निरानन्दां ददर्श ह।।2.57.5।।,0.9857588,0.0003872652,0.0065460294,0.00060425396,0.0022446956,0.0008434106,0.00021282419,0.0028582802,0.0005445976,False,MuRIL,1
2,3,न तेऽहमभिजानामि क्रोधमात्मनि संश्रितम्। देवि केनाभिशप्ताऽसि केन वाऽसि विमानिता।।2.10.28।। यदिदं मम दुःखाय शेषे कल्याणि पांसुषु।,0.000110215566,0.00018801083,0.0002611903,0.9981896,0.00026741737,0.00045395404,0.00032576598,7.3846204e-05,0.00012990297,False,MuRIL,4
2,4,किंचराक्षसराजस्यरामेणापकृतंपुरा । आजहारजनस्थानाद्यस्यभार्यांयशस्विनः ।।6.9.13।।,0.00025331473,5.377902e-05,0.0005582784,0.0005472473,0.9977464,0.0004446601,0.00011353261,0.00013188779,0.00015088065,False,MuRIL,4
4,3,कृच्छ्रेणतुसमाश्वस्यसङ्गम्य च ततस्ततः । वृक्षाद्रिहस्ताहरयस्सम्प्रतस्थूरणाजिरम् ।।6.66.8।।,0.0005508905,0.0004034849,0.0029864796,0.9620163,0.008446643,0.017251695,0.001388477,0.005090864,0.0018652389,False,MuRIL,1
3,4,अथो पुनस्तां महिषीं महीक्षितो वचोभिरत्यर्थमहापराक्रमैः। उवाच कुब्जा भरतस्य मातरं हितं वचो राममुपेत्य चाहितम्।।2.9.60।।,0.0021117837,0.0012257195,0.012377676,0.19860807,0.7832786,0.0009903986,0.0005317188,0.0003528004,0.0005231883,False,MuRIL,3
2,4,चतुर्दशसमास्सौम्यवनेनिर्यातितास्त्वया । वसतासीतयासार्धंलक्ष्मणेन च धीमता ।।6.122.22।।,0.0053219916,0.000291941,0.027849048,0.013176882,0.5133288,0.0034620692,0.0011883631,0.0011055265,0.43427536,False,MuRIL,2
8,2,शर्वरीं भगवन्नद्य सत्यशील तवाश्रमे। उषिताः स्मेह वसतिमनुजानातु नो भवान्।।2.54.37।।,0.33643255,0.0010393455,0.47001213,0.006638434,0.09339267,0.0129517205,0.000923362,0.010964113,0.06764569,False,MuRIL,1
2,0,ज्योत्स्न तुषारमलिना पौर्णमास्यां न राजते। सीतेव चातपश्यामा लक्ष्यते न तु शोभते।।3.16.14।।,0.97618425,0.00022934258,0.018206429,0.0007382239,0.00094238634,0.000874894,0.00065498194,0.0013087932,0.00086067803,False,MuRIL,2
2,0,स काममनवाप्यैव रामपादावुपस्पृशन् ।।1.1.38।। नन्दिग्रामेऽकरोद्राज्यं रामागमनकाङ्क्षया ।,0.99735343,0.00016372644,0.00051166664,0.00018601853,0.0011516304,8.744244e-05,7.759658e-05,0.00035196226,0.00011659085,False,MuRIL,5
7,3,ततःकुम्भनिपातेनजलराशिस्समुत्थितः । व्निध्यमन्दरसङ्काशोविससर्पसमन्ततः ।।6.76.85।।,0.000782199,0.0004196125,0.0031062094,0.94542027,0.0061518727,0.026242295,0.008472054,0.007944728,0.001460784,False,MuRIL,2
2,4,प्रार्थितस्तेन धर्मज्ञ मिधिलायामहं तथा।।1.77.19।। ऋषिमध्ये तु तस्य त्वं प्रीतिं कर्तुमिहार्हसि।,0.34830764,0.0017507314,0.061666884,0.0048633306,0.57844406,0.0005793541,0.00030957256,0.0015653268,0.0025131581,False,MuRIL,5
3,2,कालाग्निना यथापूर्वं त्रैलोक्यं दह्यतेऽखिलम्। देवराज्यं चिकीर्षेत दीयतामस्य यन्मतम्।।1.65.17।।,0.0075724297,0.0013751971,0.66806865,0.17638373,0.110950015,0.02974903,0.0010249009,0.0030742162,0.0018018846,False,MuRIL,1
4,3,एतेनदेवायुधिदानवाश्चयक्षाभुजङ्गाःपिशिताशनाश्च । गन्धर्वविद्याधरकिन्नरैश्चसहस्रशोराघवसम्प्रभग्नाः ।।6.61.10।।,0.0005614343,0.00073012995,0.0007378433,0.62924606,0.3512683,0.009476184,0.003424928,0.0038033589,0.0007518373,False,MuRIL,4
4,2,उपस्थितमनाधृष्यंतद्विमानंमनोजवम् । निवेदयित्वारामायतस्थौतत्रविभीषणः ।।6.124.29।।,0.002076027,0.0004564542,0.9321756,0.0039356938,0.057505794,0.001123251,0.0003662807,0.00052275474,0.0018381893,False,MuRIL,3
4,3,तामापततनींसहसाशिलांदृष्टवामहोदरः । असम्भ्रान्तस्ततोबाणैर्निर्बिभेददुरासदाम् ।।6.98.13।।,0.00013646804,8.927279e-05,0.00031840501,0.9971142,0.0013724128,0.00047378347,0.0002944063,0.00010865239,9.2372095e-05,False,MuRIL,4
7,4,दीप्तशैवाश्रमोह्येषसुतीक्षणस्यमहात्मनः ।।6.126.47।। वैदेहिदृश्यतेचैवशरभङ्गाश्रमोमहान् । उपयातःसहस्राक्षोयत्रशक्रःपुरन्दरः ।।6.126.48।।,0.00022028202,0.000116095645,0.0006680276,0.018311102,0.97672415,0.0027103915,0.0005146402,0.00047461592,0.00026065455,False,MuRIL,4
4,3,तमापतन्तंसहसासमीक्ष्यदीप्तेषुचापंयुधिराक्षसेन्द्रम् । महत्समुत्पाट्यमहीधराग्रंदुद्रावरक्षोधिपतिंहरीशः ।।6.59.36।।,7.930088e-05,0.00012286639,0.00013546259,0.99817586,0.00058418384,0.00042535207,0.0002709938,8.659739e-05,0.00011936748,False,MuRIL,4
3,5,मेघपर्वतसङ्काशाश्छादयन्त इवाम्बरम्। घोररूपाः कपिश्रेष्ठा यान्तु मच्छासनादितः।।4.37.14।।,0.0002866614,0.0002642587,0.0006003053,0.08770338,0.0019180509,0.9073937,0.0009223974,0.0005820851,0.00032916362,False,MuRIL,2
2,4,ततो विचुक्रुशुस्तत्र वानरा हरियूथपाः। परिदेवयमानास्ते सर्वे प्लवगपुङ्गवा:4.22.25।।,0.00027719207,9.314367e-05,0.0024159674,0.0008661605,0.9945398,0.0012681143,0.00016760234,0.0001362804,0.00023564034,False,MuRIL,2
4,7,सोऽभिपत्याशु तद्वक्त्रं निष्पत्य च महाबलः। अन्तरिक्षे स्थितः श्रीमानिदं वचनमब्रवीत्।।5.1.168।।,0.0023948841,0.0012333638,0.002377726,0.01587221,0.11719061,0.0338039,0.0013834093,0.76331794,0.062425897,False,MuRIL,1
4,3,उद्वहेयं भुजाभ्यां तु मेदिनीमम्बरे स्थितः। आपिबेयं समुद्रं च हन्यां मृत्युं रणे स्थितः।।3.49.3।।,0.00010990394,0.00012333451,0.0002422257,0.9883647,0.009596338,0.00089488615,0.00040524683,0.00012793767,0.00013538387,False,MuRIL,4
5,7,इह शाखामृगास्सिंहा द्वीपिव्याघ्रमृगास्तथा। ऋक्षास्तरक्षवः कङ्काः कथं तेभ्यो न बिभ्यसि।।3.46.29।।,0.00054460444,0.00043390243,0.0004950678,0.0026817815,0.01682854,0.0029666757,0.00048474837,0.9751965,0.0003681397,False,MuRIL,1
2,8,सुप्तायास्ते गमिष्यन्ति नव वर्षाणि पञ्च च। सा समग्रमिह प्राप्तं मां द्रक्ष्यसि सुहृद्वृतम्।।2.39.35।।,0.0034545483,0.00046699287,0.005693735,0.00023175063,0.0038605938,0.00047712127,0.00017531315,0.00037095306,0.985269,False,MuRIL,2
0,3,स तामसितकेशान्तां सुश्रोणीं संहतस्त्नीम्। दिदृक्षुरसितापाङ्गामुपावर्तत रावणः।।5.18.32।।,0.0004587194,0.0004126107,0.000259823,0.997895,0.0002932607,0.0001184084,0.00036501756,0.00012818785,6.884204e-05,False,MuRIL,5
2,4,स त्वंजीवतिसुग्रीवेलक्ष्मणेन च राघवे ।।6.93.15।। ममशल्यमनुद्धृत्यक्वगतोऽसिविहायनः ।,0.0004329035,0.00010266735,0.001737546,0.0012381107,0.99599767,0.00012760646,9.96867e-05,0.00013998811,0.00012379736,False,MuRIL,5
3,2,स तथा गृध्रराजेन क्लिश्यमानो मुहुर्मुहुः।।3.51.36।। अमर्षस्फुरितोष्ठस्सन्प्राकम्पत च रावणः।,0.0006572157,0.00034977956,0.9838378,0.0119305095,0.001022662,0.0010565048,0.00054326456,0.00027262105,0.00032977713,False,MuRIL,3
8,4,एवं स देवप्रवर: पूर्वं कथितवान्कथाम्। सनत्कुमारो भगवान्पुरा देवयुगे प्रभु:।।1.11.11।।,0.00067849463,0.00026645823,0.0014439049,0.0010935796,0.97058207,0.0043145227,0.00036584344,0.001744918,0.019510144,False,MuRIL,2
